BD,Address,Address2
ICD SECURITIES INC.,"7301 SW 57TH COURT, SUITE 400, MIAMI, FL 33143",
BLOOMBERG TRADEBOOK LLC,"731 LEXINGTON AVE, NEW YORK, NY 10022",
"C2M SECURITIES, LLC","7315 THREE CHOPT ROAD, RICHMOND, VA 23226",
TORINO CAPITAL LLC,"733 3RD AVENUE, 16TH FLOOR, NEW YORK, NY 10017","733 3RD AVENUE, 15TH FLOOR, NEW YORK, NY 10017"
MARWOOD GROUP,"733 THIRD AVENUE, 11TH FLOOR, NEW YORK, NY 10017",
HCFP/CAPITAL MARKETS LLC,"733 THIRD AVENUE, 16TH FLOOR, NEW YORK, NY 10017","PO BOX 4557, NEW YORK, NY 10163-4557"
"SWARTWOOD, HESSE INC.","733 THIRD AVENUE, 16TH FLOOR, NEW YORK, NY 10017","PO BOX 4557, 2ND FLOOR, NEW YORK, NY 10163"
T&G PRIVATE CAPITAL LLC,"733 THIRD AVENUE, 16TH FLOOR, NEW YORK, NY 10017",
UNITED PLANNERS' FINANCIAL SERVICES OF AMERICA A LIMITED PARTNER,"7333 E. DOUBLETREE RANCH ROAD #120, SCOTTSDALE, AZ 85258-2023","P.O. BOX 5750, SCOTTSDALE, AZ 85261-5750"
"SUPPORT SERVICES FINANCIAL ADVISORS, INC.","7335 EAST ORCHARD RD, SUITE 200, GREENWOOD VILLAGE, CO 80111-2512",
"PLANNED FINANCIAL PROGRAMS, INC.","734 WALT WHITMAN ROAD, MELVILLE, NY 11747-2216",
"POLARIS PRIVATE PLACEMENTS, LLC","735 JOHNNIE DODDS BLVD, SUITE 105, MT. PLEASANT, SC 29464",
"HWJ CAPITAL PARTNERS II, LLC","7400 NORTH FEDERAL HIGHWAY, SUITE A5, BOCA RATON, FL 33487",
"ROYCE FUND SERVICES, LLC","745 5TH AVENUE, NEW YORK, NY 10151",
"PRIVATE BROKERS, LLC","745 5TH AVENUE, SUITE 500, NEW YORK, NY 10151",
BARCLAYS CAPITAL INC.,"745 7TH AVENUE, NEW YORK, NY 10019",
LIONTREE ADVISORS LLC,"745 FIFTH AVENUE, 15TH FLOOR, NEW YORK, NY 10151",
"DMG SECURITIES, INC.","746 WALKER ROAD, SUITE 10, GREAT FALLS, VA 22066-2643",
"FAR HILLS GROUP, LLC.","747 3RD AVENUE, 30TH FLOOR, NEW YORK, NY 10017",
NORTHERN EDGE CAPITAL ADVISORS LLC,"747 THIRD AVE. 27TH FLOOR, NEW YORK, NY 10017",
"HI2 SECURITIES, INC.","747 THIRD AVE., 26TH FLOOR, NEW YORK, NY 10017",
FIRST COMMONWEALTH SECURITIES CORPORATION,"75 14TH STREET NE, SUITE 3240, ATLANTA, GA 30309",
"ENTRUSTODY FINANCIAL, LLC","75 ARLINGTON STREET, 10-111, BOSTON, MA 02116",
BURPEE DEL SIMONE CAPITAL MARKETS LLC,"75 ARLINGTON STREET, 5TH FLOOR, BOSTON, MA 02116",
"MARKET SECURITIES, LLC","75 BROAD STREET, 7TH FLOOR, NEW YORK, NY 10004","9736 RENNES LN, DELRAY BEACH, FL 33446"
"BELLMARK PARTNERS, LLC","75 CENTRAL STREET, 4TH FLOOR, BOSTON, MA 02109",
DUNN RUSH & CO. LLC,"75 FEDERAL STREET, 21ST FLOOR, BOSTON, MA 02110",
"MAZZONE & ASSOCIATES, INC.","75 FOURTEENTH ST., NE, SUITE 2800, OFFICE TOWER AT FOUR SEASONS, ATLANTA, GA 30309",
"RICHARD JAMES & ASSOCIATES, INC.","75 JACKSON AVE, STE 204, SYOSSET, NY 11791",
"UNIVEST SECURITIES, LLC","75 ROCKEFELLER PLAZA, SUITE 1838, NEW YORK, NY 10019","8761 THE ESPLANADE, SUITE 30, ORLANDO, FL 32836"
RMB SECURITIES (USA) INC.,"75 ROCKEFELLER PLAZA, SUITE 23A, NEW YORK, NY 10019",
QUINBROOK CAPITAL PARTNERS LLC,"75 ROCKEFELLER PLAZA, SUITE 24A, NEW YORK, NY 10019",
"LEDGER CAPITAL MARKETS, LLC","75 ROCKEFELLER PLAZA, SUITE 24C, NEW YORK, NY 10104","228 PARK AVENUE S, PMB 58179, NEW YORK, NY 10003-1502"
FREITAG CAPITAL LLC,"75 STATE STREET, SUITE 100, BOSTON, MA 02109",
"ALANTRA, LLC","75 STATE STREET, SUITE 1210, BOSTON, MA 02109",
"SHINHAN SECURITIES AMERICA, INC.","750 7TH AVENUE, SUITE 2602, NEW YORK, NY 10019",
"VARIABLE INVESTMENT ADVISORS, INC.","750 E. 1ST STREET, TEA, SD 57064",
"BRYAN GARNIER SECURITIES, LLC","750 LEXINGTON AVENUE, 16TH FLOOR, NEW YORK, NY 10022",
ODEON CAPITAL GROUP LLC,"750 LEXINGTON AVENUE, 27TH FL., NEW YORK, NY 10022",
"GELBAND & CO., INC.","750 THIRD AVENUE, 21ST FLOOR, NEW YORK, NY 10017",
"BENJAMIN SECURITIES, INC.","750 VETERANS MEMORIAL HIGHWAY SUITE 210, HAUPPAUGE, NY 11788",
"LORIA FINANCIAL GROUP, LLC","7500 S COUNTY LINE ROAD, BURR RIDGE, IL 60527",
"PRUCO SECURITIES, LLC.","751 BROAD STREET, NEWARK, NJ 07102-3777",
PARKER STREET SECURITIES LLC,"751 PARK OF COMMERCE DRIVE, SUITE 128, BOCA RATON, FL 33487",
"MITCHELL ENERGY ADVISORS, LLC","7515 GREENVIILLE AVENUE, SUITE 905, DALLAS, TX 75231",
"PRIVATE PORTFOLIO, INC.","7534 LA JOLLA BLVD, LA JOLLA, CA 92037-4328",
"WESTROCK CAPITAL MANAGEMENT, INC.","754 CHESTNUT RIDGE RD., CHESTNUT RIDGE, NY 10977",
SGMA CAPITAL MARKETS LIMITED,"757 THIRD AVENUE, 21ST FLOOR, NEW YORK, NY 10017",
"BMS CAPITAL ADVISORY, INC.","757 THIRD AVENUE, 22ND FLOOR, NEW YORK, NY 10017",
WOLFE RESEARCH SECURITIES,"757 THIRD AVENUE, SIXTH FLOOR, NEW YORK, NY 10017-2013",
FITZGIBBON TOIGO & CO. LLC,"76 WORCESTER DRIVE, WAYNE, NJ 07470","76 WORCESER DRIVE, WAYNE, NJ 07470"
ARKONIS CAPITAL LLC,"7600 JERICHO TURNPIKE, SUITE 304, WOODBURY, NY 11797",
XML SECURITIES,"7600 LEESBURG PIKE, SUITE 120 EAST, FALLS CHURCH, VA 22043",
"FOCUS STRATEGIES MERCHANT BANKING, LLC","7600 N CAPITAL OF TEXAS HIGHWAY, BUILDING B, SUITE 345, AUSTIN, TX 78731",
"JOSEPH EDEN CAPITAL, LLC","7600 W. ROOSEVELT RD., FOREST PARK, IL 60130",
ICR CAPITAL LLC,"761 MAIN AVENUE, NORWALK, CT 06851-1080",
"WORLD CHOICE SECURITIES, INC.","7650 RIVERS EDGE DRIVE, SUITE 260, COLUMBUS, OH 43235",
J.C. FLOWERS SECURITIES CO. LLC,"767 FIFTH AVENUE, 23RD FLOOR, NEW YORK, NY 10153",
"BARON CAPITAL, INC.","767 FIFTH AVENUE, 49TH FLOOR, NEW YORK, NY 10153",
TAP SECURITIES LLC,"767 FIFTH AVENUE, FL 18, NEW YORK, NY 10153",
PERELLA WEINBERG PARTNERS LP,"767 FIFTH AVENUE, NEW YORK, NY 10153",
"BARNETT & PARTNERS ADVISORS, LLC","767 THIRD AVENUE, 11TH FLOOR, NEW YORK, NY 10017",
"MONNESS CRESPI HARDT & CO., INC.","767 THIRD AVENUE, NEW YORK, NY 10017-2047",
"RUBINBROWN CORPORATE FINANCE, LLC","7676 FORSYTH BOULEVARD,, SUITE 2100, ST. LOUIS, MO 63105",
WESTCO INVESTMENT CORP.,"77 HEMPSTEAD AVE, LYNBROOK, NY 11563",
PROMETHEAN CAPITAL GROUP LLC,"77 MOSHUP TRAIL, AQUINNAH, MA 02535",
FORTE SECURITIES LLC,"77 WATER STREET, SUITE 1604, NEW YORK, NY 10005",
LA HONDA ADVISORS LLC,"770 MENLO AVENUE, SUITE 230, MENLO PARK, CA 94025","83 MARYMONT AVE., ATHERTON, CA 94027"
"BUILDER ADVISOR GROUP, LLC","770 TAMALPAIS DRIVE, SUITE 401B, CORTE MADERA, CA 94925",
"ATHENE SECURITIES, LLC","7700 MILLS CIVIC PARKWAY, WEST DES MOINES, IA 50266",
REDBRIDGE SECURITIES LLC,"7700 WINDROSE AVE, SUITE G300, FLOOR 3, PLANO, TX 75024",
"COOPER MALONE MCCLAIN, INC.","7701 E. KELLOGG, SUITE 700, WICHITA, KS 67207-1706","P.O. BOX 781684, WICHITA, KS 67278-1684"
FG CAPITAL LC,"7701 FORSYTH BLVD., ST. LOUIS, MO 63105-1820","7701 FORSYTH BLVD., SUITE 750, ST. LOUIS, MO 63105-1820"
"DIRECTTRADE SECURITIES, LLC","7708 84TH AVENUE CT NW, GIG HARBOR, WA 98335",
"VENTOUX SECURITIES, LLC","771 INDIAN TRAIL RD, GARDNERVILLE, NV 89460",
ICBA SECURITIES,"775 RIDGE LAKE BLVD., SUITE 175, MEMPHIS, TN 38120","775 RIDGE LAKE BLVD., SUITE 200, MEMPHIS, TN 38120"
"VINING-SPARKS IBG, LLC","775 RIDGE LAKE BLVD., SUITE 200, MEMPHIS, TN 38120",
"WOODBURY FINANCIAL SERVICES, INC.","7755 3RD STREET NORTH, OAKDALE, MN 55128",
"SYMETRA SECURITIES, INC.","777 108TH AVE NE, SUITE 1200, BELLEVUE, WA 98004-5135",
WEILD & CO.,"777 29TH STREET, SUITE 402, BOULDER, CO 80303",
CREAND SECURITIES,"777 BRICKELL AVENUE, SUITE 1201, MIAMI, FL 33131",
"TITLEIST CAPITAL, LLC","777 E. SONTERRA BOULEVARD SUITE 330, SAN ANTONIO, TX 78258",
ROBERT W. BAIRD & CO. INCORPORATED,"777 E. WISCONSIN AVENUE, MILWAUKEE, WI 53202","P.O. BOX 672, MILWAUKEE, WI 53201"
"POINSETT SECURITIES, LLC","777 LOWNDES HILL ROAD, BLDG 3, SUITE 110, GREENVILLE, SC 29607",
MISSIONSQUARE INVESTMENT SERVICES,"777 NORTH CAPITOL STREET, NE, SUITE 600, WASHINGTON, DC 20002-4240",
DBS VICKERS SECURITIES (USA) INC.,"777 THIRD AVE, SUITE 1701, NEW YORK, NY 10017","777 THIRD AVENUE, SUITE 1701, NEW YORK, NY 10017"
"MCP SECURITIES, LLC","777 THIRD AVENUE, 25TH FLOOR, NEW YORK, NY 10017",
"THE SILVERFERN GROUP, INC.","777 W. PUTNAM AVENUE, SUITE 300, GREENWICH, CT 06830","2 GREENWICH OFFICE PARK, SUITE 300, GREENWICH, CT 06830"
"AVM, L.P.","777 YAMATO ROAD, SUITE 300, BOCA RATON, FL 33431",
"SMITH, MOORE & CO.","7777 BONHOMME AVE., SUITE 2400, CLAYTON, MO 63105",
ECOBAN SECURITIES CORPORATION,"78 DECATUR ROAD, NEW ROCHELLE, NY 10801",
EQUUS FINANCIAL CONSULTING LLC,"78 PINE ST., SUITE 101, NEW CANAAN, CT 06840",
"OCEAN FINANCIAL SERVICES, LLC","780 NW 42ND AVENUE, SUITE 621, MIAMI, FL 33126",
CAMBRIDGE INTERNATIONAL PARTNERS LLC,"780 THIRD AVENUE - 11TH FLOOR, NEW YORK, NY 10017-2024",
"SHOREBRIDGE CAPITAL SECURITIES, LLC","780 THIRD AVENUE, 30TH FLOOR, NEW YORK, NY 10017",
AKIN BAY COMPANY LLC,"780 THIRD AVENUE, NEW YORK, NY 10017",
"COVIEW CAPITAL, INC.","780 THIRD AVENUE, SUITE 1501, NEW YORK, NY 10017",
"SAUER, DAZEY INVESTMENT COMPANY","7800 FORSYTH BLVD, SUITE 820, ST. LOUIS, MO 63105",
HUNTLEIGH SECURITIES CORPORATION,"7800 FORSYTH BLVD., 5TH FLOOR, ST. LOUIS, MO 63105",
K. W. CHAMBERS & CO.,"7800 FORSYTH, 5TH FLOOR, CLAYTON, MO 63105",
SEQUENCE FINANCIAL SPECIALISTS LLC,"781 MEETING STREET, STE B, CHARLESTON, SC 29403",
"PROFINANCIAL, INC.","7841 WAYSIDE DR, BATON ROUGE, LA 70806",
"EDGEMONT CAPITAL PARTNERS, L.P.","787 7TH AVENUE, 49TH FLOOR, NEW YORK, NY 10019",
"KEEFE, BRUYETTE & WOODS, INC.","787 7TH AVENUE, NEW YORK, NY 10019","787 7TH AVENUE, 4TH FLOOR, NEW YORK, NY 10019"
"MILLER BUCKFIRE & CO., LLC","787 7TH AVENUE, NEW YORK, NY 10019",
UBS ASSET MANAGEMENT (US) INC.,"787 7TH AVENUE, NEW YORK, NY 10019",
BNP PARIBAS SECURITIES CORP.,"787 SEVENTH AVENUE, NEW YORK, NY 10019","525 WASHINGTON BOULEVARD, JERSEY CITY, NJ 07310"
"T. E. LAIRD SECURITIES, LLC","79 OTIS AVENUE, ST. PAUL, MN 55104",
"N.E. PRIVATE CLIENT ADVISORS, LTD.","790 NORTH MAIN STREET, PROVIDENCE, RI 02904",
"CAPITAL MANAGEMENT SECURITIES, INC.","7900 XERXES AVE S. #500, MINNEAPOLIS, MN 55431-1120","7900 XERXES AVENUE S #500, MINNEAPOLIS, MN 55431-1120"
"SPIRE SECURITIES, LLC","7901 JONES BRANCH DR., SUITE 810, MCLEAN, VA 22102","7901 JONES BRANCH DR., SUITE 800, MCLEAN, VA 22102"
"CHESSIECAP SECURITIES, INC.","7911 SHERWOOD AVENUE, TOWSON, MD 21204",
STAX CAPITAL,"7960 ENTRADA LAZANJA, SAN DIEGO, CA 92127","P.O. BOX 7182, RANCHO SANTA FE, CA 92067"
"SF INVESTMENTS, INC.","799 CENTRAL AVE. SUITE 350, HIGHLAND PARK, IL 60035","799 CENTRAL AVE, HIGHLAND PARK, IL 60035"
PEEL HUNT INC.,"7TH FLOOR, 100 LIVERPOOL STREET, LONDON, EC2M 2AT UNITED KINGDOM",
PANMURE GORDON SECURITIES LIMITED,"7TH FLOOR, 40 GRACECHURCH STREET, LONDON, EC3V 0BT UNITED KINGDOM",
ELM CAPITAL USA LIMITED,"7TH FLOOR, SOUTHWEST HOUSE, 11A REGENT STREET, ST JAMES, LONDON, SW1Y 4LR UNITED KINGDOM",
"IOI CAPITAL AND MARKETS, LLC","8 GREENWAY PLAZA, SUITE 1515, HOUSTON, TX 77046",
D.A. DAVIDSON & CO.,"8 THIRD STREET NORTH, GREAT FALLS, MT 59401-3104","P.O. BOX 5015, GREAT FALLS, MT 59403-5015"
MIDDLEGATE SECURITIES INC.,"8 WEST 40TH STREET, 4TH FLOOR, NEW YORK, NY 10018-3805",
CRITO CAPITAL LLC,"8 WRIGHT STREET, SUITE 107, WESTPORT, CT 06880",
"FM (USA), LLC","80 8TH AVENUE, SUITE 1603, NEW YORK, NY 10011",
"COLONIAL SECURITIES, INC.","80 BOWERY, ROOM 603, NEW YORK, NY 10013-4689",
"CULTIVATE CAPITAL GROUP, LLC","80 BROAD ST., 5TH FLOOR, NEW YORK, NY 10004",
FIN2,"80 BROAD STREET, 5TH FLOOR, NEW YORK, NY 10004",
"GROUPARGENT SECURITIES, LLC","80 BROAD STREET, SUITE 3201, NEW YORK, NY 10004",
"AFS SECURITIES, LLC","80 CAMBRIDGEPARK DRIVE, APT 630, CAMBRIDGE, MA 02140-2624","303 WYMAN STREET, SUITE 300, WALTHAM, MA 02451-1255"
"LCT CAPITAL, LLC","80 PASCAL LN, AUSTIN, TX 78746",
"KINGFISHER SECURITIES, LLC","80 S. EIGHTH STREET, SUITE 900, MINNEAPOLIS, MN 55402",
BROADSTONE SECURITIES,"80 STATE STREET, ALBANY, NY 12207",
PURSHE KAPLAN STERLING INVESTMENTS,"80 STATE STREET, ALBANY, NY 12207",
FINANCORP GROUP INTERNATIONAL CORPORATION,"800 BRICKELL AVE, STE. 435, MIAMI, FL 33131",
"HOLISTIC BROKERAGE, LLC","800 BRICKELL AVE, SUITE 502, MIAMI, FL 33131",
"PORTFOLIO RESOURCES GROUP, INC.","800 BRICKELL AVENUE, SUITE 903, MIAMI, FL 33131",
ARES MANAGEMENT CAPITAL MARKETS LLC,"800 CORPORATE POINTE, 3RD FLOOR, CULVER CITY, CA 90230",
"MCMG CAPITAL ADVISORS, INC.","800 EAST CANAL STREET, SUITE 850, RICHMOND, VA 23219","800 EAST CANAL STREET, SUITE 850, SUITE 850, RICHMOND, VA 23219"
"UNIONBANC INVESTMENT SERVICES, LLC","800 N BRAND BLVD., 16TH FLOOR, GLENDALE, CA 91203",
KBS CAPITAL MARKETS GROUP LLC,"800 NEWPORT CENTER DRIVE, SUITE 700, NEWPORT BEACH, CA 92660",
PIPER SANDLER & CO.,"800 NICOLLET MALL, MINNEAPOLIS, MN 55402-7020","800 NICOLLET MALL, SUITE 900, MINNEAPOLIS, MN 55402-7020"
"HERNDON PLANT OAKLEY, LTD.","800 NORTH SHORELINE BLVD., SUITE 2200 SOUTH, CORPUS CHRISTI, TX 78401",
"VASILIOU & COMPANY, INC.","800 SOUTH POINTE DRIVE, SUITE 2001, MIAMI BEACH, FL 33139",
"SCOTT-MACON SECURITIES, INC.","800 THIRD AVE., 16TH FL., NEW YORK, NY 10022","800 THIRD AVE.,, 16TH FL., NEW YORK, NY 10022"
"ACHELOUS PARTNERS, LLC","800 THIRD AVENUE FLOOR 21, NEW YORK CITY, NY 10022","ACHELOUS PARTNERS, LLC, 800 THIRD AVENUE FLOOR 21, NEW YORK, NY 10022"
RENAISSANCE INSTITUTIONAL MANAGEMENT LLC,"800 THIRD AVENUE, NEW YORK, NY 10022",
"KIMELMAN & BAIRD, LLC","800 THIRD AVENUE, SUITE 2300, NEW YORK, NY 10022",
GALENA CAPITAL,"800 W MAIN STREET, SUITE 1460, BOISE, ID 83702","618 E HIGHLAND VIEW DRIVE, BOISE, ID 83702"
PROFOR ADVISORS,"800 WESTCHESTER AVE, SUITE 641N, RYE BROOK, NY 10573",
"BELLE HAVEN INVESTMENTS, L.P.","800 WESTCHESTER AVENUE, SUITE N607, RYE BROOK, NY 10573",
"COMMERCE BROKERAGE SERVICES, INC.","8000 FORSYTH BLVD, SUITE 1200, CLAYTON, MO 63105-1707",
STERN BROTHERS & CO.,"8000 MARYLAND AVE., SUITE 800, ST. LOUIS, MO 63105-3911",
KIPPSDESANTO & COMPANY,"8000 TOWERS CRESCENT DRIVE, SUITE 1200, TYSONS CORNER, VA 22182",
"ARBOR COURT CAPITAL, LLC","8000 TOWN CENTRE DRIVE, SUITE 400, BROADVIEW HEIGHTS, OH 44147",
"KUYKENDALL & SCHNEIDER, INC.","8009 GENOA AVENUE, LUBBOCK, TX 79424",
"HP SECURITIES, INC.","801 BRICKELL AVE, 8TH FLOOR, MIAMI, FL 33131",
"CASSEL SALPETER & CO., LLC","801 BRICKELL AVENUE, SUITE 1900, MIAMI, FL 33131",
PUENTE SERVICIOS FINANCIEROS LLC,"801 BRICKELL AVENUE, SUITE 2010, MIAMI, FL 33131",
"DAVINCI CAPITAL MANAGEMENT, INC.","801 CAMBRIDGE ST., CAMBRIDGE, MA 02141","801 CAMBRIDGE ST., CAMBRIDGE, MA 02141"
"NOBLES & RICHARDS, INC.","801 EAST PLANO PARKWAY, SUITE 220, PLANO, TX 75074",
"FIDELITY & GUARANTY SECURITIES, LLC","801 GRAND AVE., SUITE 2600, DES MOINES, IA 50309",
SECU BROKERAGE SERVICES,"801 HILLSBOROUGH STREET, 3RD FLOOR, RALEIGH, NC 27603","P.O. BOX 26807, RALEIGH, NC 27611-6807"
"HORAN SECURITIES, INC.","8044 MONTGOMERY RD, STE 640, CINCINNATI, OH 45236",
"HARGER AND COMPANY, INC.","8048 ONE CALAIS AVE SUITE D, BATON ROUGE, LA 70809",
"SEVEN POINTS CAPITAL, LLC","805 THIRD AVENUE, 11TH FLOOR, NEW YORK, NY 10022",
K CAPITAL LLC,"805 THIRD AVENUE, FLOOR 14, NEW YORK, NY 10022",
"CBOE TRADING, INC.","8050 MARSHALL DRIVE, SUITE 120, LENEXA, KS 66214",
"TRADESTATION SECURITIES, INC.","8050 SW 10TH STREET, SUITE 2000, PLANTATION, FL 33324","8050 SW 10TH STREET, SUITE 2000, PLANTATION, FL 33324"
GRASSROOTS ANALYTICS CAPITAL RAISE LLC,"806 7TH STREET NW, SUITE 3, WASHINGTON, DC 20001",
"CERES SECURITIES, LLC","806 HOWARD ST, SUITE 200, SOUTH BEND, IN 46617",
"MUTUAL SECURITIES, INC.","807-A CAMARILLO SPRINGS ROAD, CAMARILLO, CA 93012","P.O. BOX 2864, CAMARILLO, CA 93011"
BIRKELBACH & CO.,"8080 CYPRESS HOLLOW COURT, PONTE VEDRA BEACH, FL 32082",
HEDGESERV INVESTMENT SERVICES LLC,"8081 ARCO CORPORATE DRIVE, SUITE 100, RALEIGH, NC 27617",
"N4 FINANCIAL, INC.","809 LAUREL STREET, UNIT 952, SAN CARLOS, CA 94070",
CAMPFIRE CAPITAL,"81 CAMPFIRE RD, CHAPPAQUA, NY 10514",
"EAST WIND SECURITIES, LLC","810 SEVENTH AVENUE, 35TH FLOOR, NEW YORK, NY 10019",
MIRAE ASSET SECURITIES (USA) INC.,"810 SEVENTH AVENUE, 37TH FLOOR, NEW YORK, NY 10019",
US ARMA PARTNERS LP,"810 SEVENTH AVENUE, SUITE 2005, NEW YORK, NY 10019",
"AVIDITI FINANCIAL, LLC","8117 PRESTON ROAD, SUITE 450, DALLAS, TX 75225",
THE M & A GROUP LLC,"8133 SHADOW PINE WAY, SARASOTA, FL 34238",
GOLDMAN SACHS CUSTODY SOLUTIONS,"8180 GREENSBORO DR, 8TH FLOOR, MCLEAN, VA 22102",
"BROWN ASSOCIATES, INC.","819 BROAD STREET, CHATTANOOGA, TN 37402-2613",
"VALDES & MORENO, INC.","819 MAIN STREET, ROOM 304, PARKVILLE, MO 64152",
"HAND SECURITIES, INC","820 GESSNER, STE 1250, HOUSTON, TX 77024",
CAHN CAPITAL CORP.,"820 SECOND AVENUE, 13C, NEW YORK, NY 10017",
REDMONT CAPITAL MARKETS LLC,"820 SHADES CREEK PARKWAY, SUITE 1200, BIRMINGHAM, AL 35209",
"SOUTHEAST INVESTMENTS, N.C., INC.","820 TYVOLA ROAD-SUITE 104, CHARLOTTE, NC 28217",
"TRIPLETREE, LLC","8200 NORMANDALE LAKE BLVD, 7TH FLOOR, MINNEAPOLIS, MN 55437",
